,subject,condition,stimulus,memory_condition,phase,buttonPressedCertainty,Low,High,Low_and_High
430,2,CS+,animals/cod.jpg,New,4,1,0,1,1
431,2,CS+,animals/starfish.jpg,Old,3,1,0,1,1
432,2,CS-,tools/paintroller.jpg,Old,1,4,0,0,0
433,2,CS+,animals/lobsterspiny.jpg,New,4,1,0,1,1
434,2,CS+,animals/hummingbird.jpg,Old,1,1,0,1,1
435,2,CS-,tools/stethoscope.jpg,New,4,1,0,1,1
436,2,CS-,tools/measuringdevice.jpg,Old,2,4,0,0,0
437,2,CS-,tools/compass.jpg,New,4,4,0,0,0
438,2,CS+,animals/canary.jpg,Old,3,1,0,1,1
439,2,CS-,tools/toaster.jpg,Old,3,4,0,0,0
440,2,CS-,tools/electricsewingmachine.jpg,New,4,1,0,1,1
441,2,CS-,tools/squeegee.jpg,Old,3,4,0,0,0
442,2,CS-,tools/watch.jpg,New,4,4,0,0,0
443,2,CS+,animals/waterbuffalo.jpg,Old,1,1,0,1,1
444,2,CS+,animals/baboon.jpg,Old,1,1,0,1,1
445,2,CS-,tools/weedeater.jpg,Old,2,1,0,1,1
446,2,CS+,animals/ibises.jpg,New,4,1,0,1,1
447,2,CS+,animals/perch.jpg,Old,3,1,0,1,1
448,2,CS-,tools/chisel.jpg,Old,1,1,0,1,1
449,2,CS-,tools/rake.jpg,Old,1,3,0,0,0
450,2,CS-,tools/cuttingboard.jpg,New,4,4,0,0,0
451,2,CS+,animals/salmon.jpg,Old,3,1,0,1,1
452,2,CS+,animals/emu.jpg,New,4,3,0,0,0
453,2,CS+,animals/chipmunk.jpg,Old,2,1,0,1,1
454,2,CS+,animals/gecko.jpg,New,4,1,0,1,1
455,2,CS-,tools/blower.jpg,Old,3,4,0,0,0
456,2,CS-,tools/lawnmower.jpg,Old,2,1,0,1,1
457,2,CS+,animals/lion.jpg,New,4,1,0,1,1
458,2,CS-,tools/smartphone.jpg,New,4,3,0,0,0
459,2,CS+,animals/seal.jpg,Old,2,1,0,1,1
460,2,CS+,animals/leopard.jpg,Old,1,1,0,1,1
461,2,CS+,animals/cow.jpg,Old,1,1,0,1,1
462,2,CS+,animals/brown_bear.jpg,Old,2,1,0,1,1
463,2,CS+,animals/rabbit.jpg,Old,2,1,0,1,1
464,2,CS+,animals/racoon.jpg,Old,3,1,0,1,1
465,2,CS+,animals/cat.jpg,Old,3,1,0,1,1
466,2,CS-,tools/wheelbarrow.jpg,Old,1,1,0,1,1
467,2,CS-,tools/pliers.jpg,Old,1,3,0,0,0
468,2,CS-,tools/spoon.jpg,Old,2,4,0,0,0
469,2,CS-,tools/wrench.jpg,Old,2,3,0,0,0
470,2,CS-,tools/chainsaw.jpg,Old,3,1,0,1,1
471,2,CS-,tools/hammer.jpg,Old,3,1,0,1,1
472,2,CS+,animals/dockbug2.jpg,New,4,4,0,0,0
473,2,CS+,animals/toucan.jpg,New,4,3,0,0,0
474,2,CS+,animals/penguin.jpg,New,4,3,0,0,0
475,2,CS+,animals/kangaroo.jpg,New,4,1,0,1,1
476,2,CS-,tools/tape.jpg,New,4,3,0,0,0
477,2,CS-,tools/nailgun.jpg,New,4,1,0,1,1
478,2,CS-,tools/vicegrips.jpg,New,4,4,0,0,0
479,2,CS-,tools/magnifyingglass.jpg,New,4,4,0,0,0
480,3,CS-,tools/benchdogs.jpg,Old,2,4,0,0,0
481,3,CS+,animals/monkey.jpg,New,4,4,0,0,0
482,3,CS-,tools/campingstove.jpg,Old,3,4,0,0,0
483,3,CS-,tools/wateringcan.jpg,New,4,4,0,0,0
484,3,CS-,tools/engine.jpg,New,4,4,0,0,0
485,3,CS+,animals/zebra.jpg,Old,3,1,0,1,1
486,3,CS+,animals/assassinbug.jpg,Old,2,2,1,0,1
487,3,CS+,animals/flounder.jpg,New,4,4,0,0,0
488,3,CS+,animals/woodlouse.jpg,New,4,3,0,0,0
489,3,CS+,animals/flea.jpg,Old,1,3,0,0,0
490,3,CS+,animals/tortoise.jpg,New,4,4,0,0,0
491,3,CS-,tools/carpetblower.jpg,Old,3,1,0,1,1
492,3,CS+,animals/dragonfly.jpg,Old,1,4,0,0,0
493,3,CS+,animals/catfish.jpg,Old,2,2,1,0,1
494,3,CS-,tools/beaker.jpg,Old,2,2,1,0,1
495,3,CS-,tools/grapplinghook.jpg,New,4,4,0,0,0
496,3,CS-,tools/dremel.jpg,New,4,4,0,0,0
497,3,CS-,tools/gong.jpg,Old,1,4,0,0,0
498,3,CS-,tools/beadingtool.jpg,Old,1,1,0,1,1
499,3,CS+,animals/aardvark.jpg,Old,3,2,1,0,1
500,3,CS-,tools/burnisher.jpg,New,4,2,1,0,1
501,3,CS+,animals/palmcockatoo.jpg,Old,2,2,1,0,1
502,3,CS-,tools/treadmill.jpg,Old,3,1,0,1,1
503,3,CS-,tools/whisk.jpg,New,4,4,0,0,0
504,3,CS-,tools/lantern.jpg,New,4,3,0,0,0
505,3,CS+,animals/stickinsect.jpg,New,4,2,1,0,1
506,3,CS+,animals/ant.jpg,Old,2,2,1,0,1
507,3,CS+,animals/koala.jpg,New,4,4,0,0,0
508,3,CS-,tools/tubeflaring.jpg,Old,2,4,0,0,0
509,3,CS+,animals/balloonfish.jpg,New,4,4,0,0,0
510,3,CS-,tools/reflexhammer.jpg,Old,1,1,0,1,1
511,3,CS-,tools/extensioncord.jpg,Old,3,4,0,0,0
512,3,CS-,tools/sander.jpg,Old,2,4,0,0,0
513,3,CS+,animals/angelfish.jpg,Old,1,4,0,0,0
514,3,CS+,animals/skunk.jpg,Old,3,2,1,0,1
515,3,CS-,tools/cheesegrater.jpg,Old,1,3,0,0,0
516,3,CS+,animals/finch.jpg,Old,3,2,1,0,1
517,3,CS+,animals/waterdragon.jpg,New,4,4,0,0,0
518,3,CS+,animals/prayingmantis.jpg,Old,1,2,1,0,1
519,3,CS-,tools/magnet.jpg,New,4,4,0,0,0
520,3,CS+,animals/reindeer.jpg,Old,3,4,0,0,0
521,3,CS-,tools/padlock.jpg,Old,3,2,1,0,1
522,3,CS-,tools/microscope.jpg,New,4,4,0,0,0
523,3,CS+,animals/snail.jpg,Old,2,2,1,0,1
524,3,CS+,animals/crane.jpg,New,4,3,0,0,0
525,3,CS+,animals/highlandcow.jpg,New,4,4,0,0,0
526,3,CS-,tools/plunger.jpg,Old,1,1,0,1,1
527,3,CS+,animals/pike.jpg,Old,1,2,1,0,1
528,3,CS+,animals/baldeagle.jpg,Old,2,4,0,0,0
529,3,CS+,animals/llama.jpg,Old,3,2,1,0,1
530,3,CS-,tools/mallet.jpg,Old,2,4,0,0,0
531,3,CS+,animals/hermitcrab.jpg,New,4,4,0,0,0
532,3,CS-,tools/transmissionwrench.jpg,Old,1,4,0,0,0
533,3,CS-,tools/caulkinggun.jpg,New,4,4,0,0,0
534,3,CS-,tools/level.jpg,New,4,4,0,0,0
535,3,CS-,tools/vegetablepeeler.jpg,Old,2,3,0,0,0
536,3,CS-,tools/bucket.jpg,Old,3,2,1,0,1
537,3,CS-,tools/bolt.jpg,New,4,4,0,0,0
538,3,CS+,animals/seaslug.jpg,New,4,4,0,0,0
539,3,CS+,animals/crow.jpg,Old,1,2,1,0,1
540,3,CS+,animals/ostrich.jpg,Old,1,1,0,1,1
541,3,CS+,animals/tiger.jpg,Old,1,2,1,0,1
542,3,CS+,animals/duck.jpg,Old,2,2,1,0,1
543,3,CS+,animals/shark.jpg,Old,2,4,0,0,0
544,3,CS+,animals/rhino.jpg,Old,3,2,1,0,1
545,3,CS+,animals/elephantafrican.jpg,Old,3,1,0,1,1
546,3,CS-,tools/drillbit.jpg,Old,1,4,0,0,0
547,3,CS-,tools/electricbreaker.jpg,Old,1,3,0,0,0
548,3,CS-,tools/viceclamp.jpg,Old,2,2,1,0,1
549,3,CS-,tools/pruner.jpg,Old,2,3,0,0,0
550,3,CS-,tools/paintbrush.jpg,Old,3,4,0,0,0
551,3,CS-,tools/screwdriver.jpg,Old,3,1,0,1,1
552,3,CS+,animals/ladybug.jpg,New,4,4,0,0,0
553,3,CS+,animals/panda.jpg,New,4,4,0,0,0
554,3,CS+,animals/octopus.jpg,New,4,4,0,0,0
555,3,CS+,animals/bullfrog.jpg,New,4,4,0,0,0
556,3,CS-,tools/electricdrill.jpg,New,4,4,0,0,0
557,3,CS-,tools/whistle.jpg,New,4,4,0,0,0
558,3,CS-,tools/keys.jpg,New,4,3,0,0,0
559,3,CS-,tools/mellonballer.jpg,New,4,4,0,0,0
560,3,CS-,tools/camera.jpg,Old,3,4,0,0,0
561,3,CS+,animals/caterpillarhawkmoth.jpg,Old,3,2,1,0,1
562,3,CS+,animals/marlin.jpg,New,4,4,0,0,0
563,3,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
564,3,CS-,tools/laptop.jpg,New,4,4,0,0,0
565,3,CS-,tools/plow.jpg,Old,1,3,0,0,0
566,3,CS+,animals/firebug.jpg,Old,2,1,0,1,1
567,3,CS+,animals/rooster.jpg,New,4,4,0,0,0
568,3,CS+,animals/mole.jpg,Old,1,2,1,0,1
569,3,CS+,animals/slug.jpg,New,4,4,0,0,0
570,3,CS-,tools/carabiner.jpg,New,4,4,0,0,0
571,3,CS-,tools/solderingtorch.jpg,Old,3,3,0,0,0
572,3,CS+,animals/caracal.jpg,New,4,4,0,0,0
573,3,CS+,animals/hyena.jpg,Old,3,2,1,0,1
574,3,CS-,tools/faxmachine.jpg,Old,1,4,0,0,0
575,3,CS-,tools/anvil.jpg,New,4,2,1,0,1
576,3,CS-,tools/levelmount.jpg,Old,2,4,0,0,0
577,3,CS-,tools/blackboard.jpg,Old,2,2,1,0,1
578,3,CS+,animals/mahimahi.jpg,Old,2,4,0,0,0
579,3,CS-,tools/duster.jpg,New,4,4,0,0,0
580,3,CS-,tools/flashlight.jpg,New,4,1,0,1,1
581,3,CS-,tools/microwave.jpg,Old,3,4,0,0,0
582,3,CS+,animals/stinkbug.jpg,New,4,1,0,1,1
583,3,CS+,animals/cricket.jpg,Old,3,1,0,1,1
584,3,CS-,tools/hedgeshears.jpg,New,4,4,0,0,0
585,3,CS-,tools/ropeandpulley.jpg,Old,1,2,1,0,1
586,3,CS-,tools/sparkplug.jpg,Old,2,2,1,0,1
587,3,CS+,animals/earthworm.jpg,New,4,4,0,0,0
588,3,CS+,animals/boar.jpg,Old,1,1,0,1,1
589,3,CS-,tools/workbench.jpg,Old,3,4,0,0,0
590,3,CS+,animals/herring.jpg,Old,2,2,1,0,1
591,3,CS+,animals/tragopan.jpg,New,4,4,0,0,0
592,3,CS+,animals/goldfish.jpg,Old,3,1,0,1,1
593,3,CS+,animals/dramaderry.jpg,Old,2,2,1,0,1
594,3,CS-,tools/fan.jpg,Old,2,4,0,0,0
595,3,CS-,tools/hairdryer.jpg,Old,1,2,1,0,1
596,3,CS+,animals/dove.jpg,New,4,2,1,0,1
597,3,CS-,tools/telephone.jpg,New,4,2,1,0,1
598,3,CS-,tools/scratchawl.jpg,New,4,3,0,0,0
599,3,CS+,animals/gerbil.jpg,Old,1,1,0,1,1
600,3,CS-,tools/edger.jpg,Old,3,4,0,0,0
601,3,CS-,tools/stapler.jpg,New,4,4,0,0,0
602,3,CS-,tools/rollingpin.jpg,Old,1,1,0,1,1
603,3,CS-,tools/sawblade.jpg,New,4,4,0,0,0
604,3,CS-,tools/gardenhose.jpg,Old,1,4,0,0,0
605,3,CS+,animals/camel.jpg,Old,2,2,1,0,1
606,3,CS+,animals/marmot.jpg,Old,3,1,0,1,1
607,3,CS-,tools/pick.jpg,New,4,2,1,0,1
608,3,CS+,animals/flamingo.jpg,Old,3,1,0,1,1
609,3,CS-,tools/razorblade.jpg,New,4,4,0,0,0
610,3,CS+,animals/crab.jpg,New,4,3,0,0,0
611,3,CS-,tools/thermometer.jpg,Old,2,4,0,0,0
612,3,CS+,animals/malaysianjunglenymph.jpg,New,4,4,0,0,0
613,3,CS-,tools/jumpercables.jpg,Old,3,4,0,0,0
614,3,CS+,animals/owl.jpg,New,4,1,0,1,1
615,3,CS+,animals/mink.jpg,Old,2,1,0,1,1
616,3,CS+,animals/wasp.jpg,New,4,3,0,0,0
617,3,CS-,tools/measuringcups.jpg,Old,2,2,1,0,1
618,3,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
619,3,CS+,animals/pelican.jpg,Old,1,1,0,1,1
620,3,CS+,animals/giraffe.jpg,Old,1,3,0,0,0
621,3,CS+,animals/pigeon.jpg,Old,1,1,0,1,1
622,3,CS+,animals/mouse.jpg,Old,2,1,0,1,1
623,3,CS+,animals/sheep.jpg,Old,2,2,1,0,1
624,3,CS+,animals/shrimp.jpg,Old,3,4,0,0,0
625,3,CS+,animals/horse.jpg,Old,3,3,0,0,0
626,3,CS-,tools/scissors.jpg,Old,1,1,0,1,1
627,3,CS-,tools/ladder.jpg,Old,1,4,0,0,0
628,3,CS-,tools/broom.jpg,Old,2,2,1,0,1
629,3,CS-,tools/ruler.jpg,Old,2,3,0,0,0
630,3,CS-,tools/monkeywrench.jpg,Old,3,2,1,0,1
631,3,CS-,tools/measuringtape.jpg,Old,3,2,1,0,1
632,3,CS+,animals/armadillo.jpg,New,4,3,0,0,0
633,3,CS+,animals/orangutan.jpg,New,4,4,0,0,0
634,3,CS+,animals/beardeddragon.jpg,New,4,4,0,0,0
635,3,CS+,animals/leafinsect.jpg,New,4,4,0,0,0
636,3,CS-,tools/pizzacutter.jpg,New,4,4,0,0,0
637,3,CS-,tools/snowbrush.jpg,New,4,4,0,0,0
638,3,CS-,tools/clamp.jpg,New,4,1,0,1,1
639,3,CS-,tools/battery.jpg,New,4,4,0,0,0
640,3,CS+,animals/partridge.jpg,Old,2,3,0,0,0
641,3,CS-,tools/electricsewingmachine.jpg,New,4,4,0,0,0
642,3,CS+,animals/deer.jpg,New,4,4,0,0,0
643,3,CS-,tools/shoehorn.jpg,Old,1,4,0,0,0
644,3,CS+,animals/halibut.jpg,Old,3,2,1,0,1
645,3,CS-,tools/eraser.jpg,Old,2,4,0,0,0
646,3,CS+,animals/cranebug.jpg,Old,3,2,1,0,1
647,3,CS-,tools/weldinghelmet.jpg,Old,1,1,0,1,1
648,3,CS+,animals/herculesbeetle.jpg,Old,1,1,0,1,1
649,3,CS+,animals/anteater.jpg,Old,2,2,1,0,1
650,3,CS+,animals/lobsterspiny.jpg,New,4,3,0,0,0
651,3,CS-,tools/clippers.jpg,New,4,3,0,0,0
652,3,CS+,animals/quail.jpg,Old,1,4,0,0,0
653,3,CS-,tools/videogamecontroller.jpg,Old,3,1,0,1,1
654,3,CS+,animals/toucan.jpg,New,4,4,0,0,0
655,3,CS+,animals/macaw.jpg,New,4,2,1,0,1
656,3,CS-,tools/vicegrips.jpg,New,4,3,0,0,0
657,3,CS-,tools/woodchipper.jpg,Old,2,4,0,0,0
658,3,CS-,tools/magnifyingglass.jpg,New,4,4,0,0,0
659,3,CS-,tools/duffelbag.jpg,Old,3,2,1,0,1
660,3,CS-,tools/routerplane.jpg,Old,2,2,1,0,1
661,3,CS-,tools/airpump.jpg,Old,3,4,0,0,0
662,3,CS-,tools/compass.jpg,New,4,4,0,0,0
663,3,CS+,animals/dockbug2.jpg,New,4,2,1,0,1
664,3,CS+,animals/clam.jpg,New,4,4,0,0,0
665,3,CS+,animals/carp.jpg,Old,2,1,0,1,1
666,3,CS+,animals/starfish.jpg,Old,3,1,0,1,1
667,3,CS+,animals/gecko.jpg,New,4,4,0,0,0
668,3,CS-,tools/stove.jpg,Old,1,2,1,0,1
669,3,CS+,animals/vulture.jpg,New,4,4,0,0,0
670,3,CS+,animals/canary.jpg,Old,3,1,0,1,1
671,3,CS-,tools/hourglass.jpg,New,4,4,0,0,0
672,3,CS-,tools/paintroller.jpg,Old,1,3,0,0,0
673,3,CS-,tools/measuringdevice.jpg,Old,2,3,0,0,0
674,3,CS-,tools/tape.jpg,New,4,4,0,0,0
675,3,CS-,tools/toaster.jpg,Old,3,4,0,0,0
676,3,CS+,animals/turkey.jpg,Old,2,3,0,0,0
677,3,CS-,tools/watch.jpg,New,4,4,0,0,0
678,3,CS+,animals/snapper.jpg,Old,1,3,0,0,0
679,3,CS+,animals/hummingbird.jpg,Old,1,3,0,0,0
680,3,CS+,animals/waterbuffalo.jpg,Old,1,2,1,0,1
681,3,CS+,animals/kangaroo.jpg,New,4,1,0,1,1
682,3,CS-,tools/weedeater.jpg,Old,2,1,0,1,1
683,3,CS+,animals/perch.jpg,Old,3,1,0,1,1
684,3,CS-,tools/staplegun.jpg,New,4,4,0,0,0
685,3,CS+,animals/clownfish.jpg,New,4,3,0,0,0
686,3,CS+,animals/chipmunk.jpg,Old,2,3,0,0,0
687,3,CS+,animals/salmon.jpg,Old,3,2,1,0,1
688,3,CS-,tools/squeegee.jpg,Old,3,2,1,0,1
689,3,CS+,animals/lion.jpg,New,4,2,1,0,1
690,3,CS-,tools/crank.jpg,New,4,3,0,0,0
691,3,CS+,animals/baboon.jpg,Old,1,1,0,1,1
692,3,CS-,tools/shovel.jpg,New,4,2,1,0,1
693,3,CS-,tools/blower.jpg,Old,3,3,0,0,0
694,3,CS-,tools/lawnmower.jpg,Old,2,4,0,0,0
695,3,CS+,animals/lizard.jpg,New,4,2,1,0,1
696,3,CS+,animals/seal.jpg,Old,2,2,1,0,1
697,3,CS-,tools/chisel.jpg,Old,1,4,0,0,0
698,3,CS-,tools/rake.jpg,Old,1,1,0,1,1
699,3,CS-,tools/nailgun.jpg,New,4,4,0,0,0
700,3,CS+,animals/leopard.jpg,Old,1,2,1,0,1
701,3,CS+,animals/cow.jpg,Old,1,2,1,0,1
702,3,CS+,animals/brown_bear.jpg,Old,2,1,0,1,1
703,3,CS+,animals/rabbit.jpg,Old,2,1,0,1,1
704,3,CS+,animals/racoon.jpg,Old,3,2,1,0,1
705,3,CS+,animals/cat.jpg,Old,3,2,1,0,1
706,3,CS-,tools/wheelbarrow.jpg,Old,1,1,0,1,1
707,3,CS-,tools/pliers.jpg,Old,1,2,1,0,1
708,3,CS-,tools/spoon.jpg,Old,2,2,1,0,1
709,3,CS-,tools/wrench.jpg,Old,2,2,1,0,1
710,3,CS-,tools/chainsaw.jpg,Old,3,2,1,0,1
711,3,CS-,tools/hammer.jpg,Old,3,3,0,0,0
712,3,CS+,animals/cod.jpg,New,4,2,1,0,1
713,3,CS+,animals/emu.jpg,New,4,2,1,0,1
714,3,CS+,animals/penguin.jpg,New,4,3,0,0,0
715,3,CS+,animals/ibises.jpg,New,4,2,1,0,1
716,3,CS-,tools/smartphone.jpg,New,4,4,0,0,0
717,3,CS-,tools/vacuumcleaner.jpg,New,4,4,0,0,0
718,3,CS-,tools/cuttingboard.jpg,New,4,4,0,0,0
719,3,CS-,tools/stethoscope.jpg,New,4,4,0,0,0
720,4,CS+,tools/campingstove.jpg,Old,3,3,0,0,0
721,4,CS-,animals/zebra.jpg,Old,3,1,0,1,1
722,4,CS+,tools/benchdogs.jpg,Old,2,1,0,1,1
723,4,CS+,tools/carpetblower.jpg,Old,3,2,1,0,1
724,4,CS-,animals/assassinbug.jpg,Old,2,3,0,0,0
725,4,CS+,tools/bolt.jpg,New,4,4,0,0,0
726,4,CS-,animals/seaslug.jpg,New,4,4,0,0,0
727,4,CS+,tools/beaker.jpg,Old,2,2,1,0,1
728,4,CS+,tools/burnisher.jpg,New,4,3,0,0,0
729,4,CS-,animals/woodlouse.jpg,New,4,2,1,0,1
730,4,CS-,animals/dragonfly.jpg,Old,1,1,0,1,1
731,4,CS+,tools/electricdrill.jpg,New,4,4,0,0,0
732,4,CS-,animals/flea.jpg,Old,1,1,0,1,1
733,4,CS-,animals/catfish.jpg,Old,2,1,0,1,1
734,4,CS+,tools/gong.jpg,Old,1,1,0,1,1
735,4,CS-,animals/aardvark.jpg,Old,3,2,1,0,1
736,4,CS-,animals/highlandcow.jpg,New,4,4,0,0,0
737,4,CS+,tools/microscope.jpg,New,4,2,1,0,1
738,4,CS-,animals/ladybug.jpg,New,4,4,0,0,0
739,4,CS+,tools/beadingtool.jpg,Old,1,1,0,1,1
740,4,CS+,tools/treadmill.jpg,Old,3,1,0,1,1
741,4,CS+,tools/mellonballer.jpg,New,4,1,0,1,1
742,4,CS+,tools/tubeflaring.jpg,Old,2,3,0,0,0
743,4,CS+,tools/engine.jpg,New,4,4,0,0,0
744,4,CS-,animals/waterdragon.jpg,New,4,4,0,0,0
745,4,CS-,animals/skunk.jpg,Old,3,3,0,0,0
746,4,CS+,tools/reflexhammer.jpg,Old,1,1,0,1,1
747,4,CS+,tools/cheesegrater.jpg,Old,1,1,0,1,1
748,4,CS+,tools/wateringcan.jpg,New,4,3,0,0,0
749,4,CS+,tools/extensioncord.jpg,Old,3,1,0,1,1
750,4,CS-,animals/finch.jpg,Old,3,3,0,0,0
751,4,CS-,animals/panda.jpg,New,4,1,0,1,1
752,4,CS-,animals/palmcockatoo.jpg,Old,2,4,0,0,0
753,4,CS-,animals/angelfish.jpg,Old,1,1,0,1,1
754,4,CS-,animals/balloonfish.jpg,New,4,2,1,0,1
755,4,CS-,animals/ant.jpg,Old,2,1,0,1,1
756,4,CS+,tools/whistle.jpg,New,4,4,0,0,0
757,4,CS-,animals/hermitcrab.jpg,New,4,4,0,0,0
758,4,CS+,tools/sander.jpg,Old,2,4,0,0,0
759,4,CS-,animals/prayingmantis.jpg,Old,1,1,0,1,1
760,4,CS-,animals/tortoise.jpg,New,4,4,0,0,0
761,4,CS+,tools/whisk.jpg,New,4,4,0,0,0
762,4,CS+,tools/caulkinggun.jpg,New,4,4,0,0,0
763,4,CS+,tools/plunger.jpg,Old,1,1,0,1,1
764,4,CS+,tools/level.jpg,New,4,2,1,0,1
765,4,CS-,animals/reindeer.jpg,Old,3,2,1,0,1
766,4,CS+,tools/padlock.jpg,Old,3,1,0,1,1
767,4,CS-,animals/monkey.jpg,New,4,3,0,0,0
768,4,CS+,tools/mallet.jpg,Old,2,2,1,0,1
769,4,CS+,tools/transmissionwrench.jpg,Old,1,3,0,0,0
770,4,CS+,tools/bucket.jpg,Old,3,1,0,1,1
771,4,CS-,animals/koala.jpg,New,4,1,0,1,1
772,4,CS-,animals/snail.jpg,Old,2,1,0,1,1
773,4,CS-,animals/pike.jpg,Old,1,3,0,0,0
774,4,CS-,animals/bullfrog.jpg,New,4,1,0,1,1
775,4,CS-,animals/crow.jpg,Old,1,2,1,0,1
776,4,CS+,tools/vegetablepeeler.jpg,Old,2,2,1,0,1
777,4,CS-,animals/llama.jpg,Old,3,2,1,0,1
778,4,CS+,tools/keys.jpg,New,4,3,0,0,0
779,4,CS-,animals/baldeagle.jpg,Old,2,3,0,0,0
780,4,CS-,animals/ostrich.jpg,Old,1,1,0,1,1
781,4,CS-,animals/tiger.jpg,Old,1,3,0,0,0
782,4,CS-,animals/duck.jpg,Old,2,4,0,0,0
783,4,CS-,animals/shark.jpg,Old,2,1,0,1,1
784,4,CS-,animals/rhino.jpg,Old,3,1,0,1,1
785,4,CS-,animals/elephantafrican.jpg,Old,3,1,0,1,1
786,4,CS+,tools/drillbit.jpg,Old,1,1,0,1,1
787,4,CS+,tools/electricbreaker.jpg,Old,1,3,0,0,0
788,4,CS+,tools/viceclamp.jpg,Old,2,2,1,0,1
789,4,CS+,tools/pruner.jpg,Old,2,3,0,0,0
790,4,CS+,tools/paintbrush.jpg,Old,3,2,1,0,1
791,4,CS+,tools/screwdriver.jpg,Old,3,2,1,0,1
792,4,CS-,animals/crane.jpg,New,4,4,0,0,0
793,4,CS-,animals/flounder.jpg,New,4,3,0,0,0
794,4,CS-,animals/stickinsect.jpg,New,4,3,0,0,0
795,4,CS-,animals/octopus.jpg,New,4,4,0,0,0
796,4,CS+,tools/grapplinghook.jpg,New,4,4,0,0,0
797,4,CS+,tools/lantern.jpg,New,4,2,1,0,1
798,4,CS+,tools/dremel.jpg,New,4,4,0,0,0
799,4,CS+,tools/magnet.jpg,New,4,4,0,0,0
800,4,CS+,tools/stapler.jpg,New,4,3,0,0,0
801,4,CS-,animals/armadillo.jpg,New,4,3,0,0,0
802,4,CS-,animals/caterpillarhawkmoth.jpg,Old,3,1,0,1,1
803,4,CS-,animals/stinkbug.jpg,New,4,3,0,0,0
804,4,CS+,tools/camera.jpg,Old,3,1,0,1,1
805,4,CS-,animals/tragopan.jpg,New,4,4,0,0,0
806,4,CS-,animals/firebug.jpg,Old,2,1,0,1,1
807,4,CS+,tools/telephone.jpg,New,4,2,1,0,1
808,4,CS+,tools/razorblade.jpg,New,4,4,0,0,0
809,4,CS+,tools/plow.jpg,Old,1,1,0,1,1
810,4,CS-,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
811,4,CS+,tools/faxmachine.jpg,Old,1,4,0,0,0
812,4,CS-,animals/orangutan.jpg,New,4,4,0,0,0
813,4,CS+,tools/levelmount.jpg,Old,2,4,0,0,0
814,4,CS-,animals/mahimahi.jpg,Old,2,1,0,1,1
815,4,CS-,animals/mole.jpg,Old,1,1,0,1,1
816,4,CS+,tools/anvil.jpg,New,4,3,0,0,0
817,4,CS+,tools/blackboard.jpg,Old,2,1,0,1,1
818,4,CS+,tools/solderingtorch.jpg,Old,3,1,0,1,1
819,4,CS-,animals/hyena.jpg,Old,3,4,0,0,0
820,4,CS+,tools/sparkplug.jpg,Old,2,2,1,0,1
821,4,CS+,tools/ropeandpulley.jpg,Old,1,1,0,1,1
822,4,CS-,animals/cricket.jpg,Old,3,3,0,0,0
823,4,CS-,animals/boar.jpg,Old,1,2,1,0,1
824,4,CS+,tools/hairdryer.jpg,Old,1,1,0,1,1
825,4,CS+,tools/laptop.jpg,New,4,3,0,0,0
826,4,CS+,tools/microwave.jpg,Old,3,3,0,0,0
827,4,CS+,tools/fan.jpg,Old,2,1,0,1,1
828,4,CS-,animals/gerbil.jpg,Old,1,1,0,1,1
829,4,CS+,tools/pizzacutter.jpg,New,4,4,0,0,0
830,4,CS+,tools/flashlight.jpg,New,4,2,1,0,1
831,4,CS-,animals/earthworm.jpg,New,4,4,0,0,0
832,4,CS-,animals/herring.jpg,Old,2,2,1,0,1
833,4,CS+,tools/workbench.jpg,Old,3,4,0,0,0
834,4,CS-,animals/wasp.jpg,New,4,4,0,0,0
835,4,CS+,tools/pick.jpg,New,4,1,0,1,1
836,4,CS-,animals/dramaderry.jpg,Old,2,1,0,1,1
837,4,CS-,animals/rooster.jpg,New,4,3,0,0,0
838,4,CS-,animals/owl.jpg,New,4,1,0,1,1
839,4,CS-,animals/goldfish.jpg,Old,3,1,0,1,1
840,4,CS+,tools/thermometer.jpg,Old,2,2,1,0,1
841,4,CS+,tools/clamp.jpg,New,4,3,0,0,0
842,4,CS+,tools/measuringcups.jpg,Old,2,1,0,1,1
843,4,CS-,animals/camel.jpg,Old,2,1,0,1,1
844,4,CS+,tools/rollingpin.jpg,Old,1,2,1,0,1
845,4,CS-,animals/malaysianjunglenymph.jpg,New,4,4,0,0,0
846,4,CS+,tools/duster.jpg,New,4,4,0,0,0
847,4,CS+,tools/gardenhose.jpg,Old,1,1,0,1,1
848,4,CS-,animals/porcupine.jpg,Old,1,1,0,1,1
849,4,CS+,tools/hedgeshears.jpg,New,4,3,0,0,0
850,4,CS-,animals/slug.jpg,New,4,4,0,0,0
851,4,CS-,animals/mink.jpg,Old,2,1,0,1,1
852,4,CS-,animals/crab.jpg,New,4,3,0,0,0
853,4,CS-,animals/marmot.jpg,Old,3,1,0,1,1
854,4,CS-,animals/pelican.jpg,Old,1,2,1,0,1
855,4,CS+,tools/sawblade.jpg,New,4,3,0,0,0
856,4,CS+,tools/edger.jpg,Old,3,2,1,0,1
857,4,CS-,animals/dove.jpg,New,4,2,1,0,1
858,4,CS+,tools/jumpercables.jpg,Old,3,1,0,1,1
859,4,CS-,animals/flamingo.jpg,Old,3,4,0,0,0
