,subject,condition,stimulus,memory_condition,phase,buttonPressedCertainty,Low,High,Low_and_High
2953,14,CS+,animals/monkey.jpg,New,4,2,1,0,1
2954,14,CS+,animals/hermitcrab.jpg,New,4,4,0,0,0
2955,14,CS+,animals/woodlouse.jpg,New,4,3,0,0,0
2956,14,CS-,tools/level.jpg,New,4,3,0,0,0
2957,14,CS-,tools/magnet.jpg,New,4,3,0,0,0
2958,14,CS-,tools/whistle.jpg,New,4,4,0,0,0
2959,14,CS-,tools/lantern.jpg,New,4,3,0,0,0
2960,14,CS-,tools/snowbrush.jpg,New,4,3,0,0,0
2961,14,CS-,tools/stapler.jpg,New,4,3,0,0,0
2962,14,CS-,tools/plow.jpg,Old,1,4,0,0,0
2963,14,CS-,tools/levelmount.jpg,Old,2,4,0,0,0
2964,14,CS+,animals/wasp.jpg,New,4,4,0,0,0
2965,14,CS+,animals/firebug.jpg,Old,2,2,1,0,1
2966,14,CS+,animals/beardeddragon.jpg,New,4,3,0,0,0
2967,14,CS+,animals/crab.jpg,New,4,3,0,0,0
2968,14,CS-,tools/faxmachine.jpg,Old,1,4,0,0,0
2969,14,CS+,animals/rooster.jpg,New,4,4,0,0,0
2970,14,CS-,tools/camera.jpg,Old,3,4,0,0,0
2971,14,CS-,tools/telephone.jpg,New,4,3,0,0,0
2972,14,CS+,animals/caterpillarhawkmoth.jpg,Old,3,2,1,0,1
2973,14,CS+,animals/hyena.jpg,Old,3,1,0,1,1
2974,14,CS+,animals/caterpillarpeacockmoth.jpg,Old,1,1,0,1,1
2975,14,CS+,animals/mahimahi.jpg,Old,2,2,1,0,1
2976,14,CS-,tools/blackboard.jpg,Old,2,3,0,0,0
2977,14,CS+,animals/mole.jpg,Old,1,1,0,1,1
2978,14,CS-,tools/razorblade.jpg,New,4,4,0,0,0
2979,14,CS-,tools/solderingtorch.jpg,Old,3,2,1,0,1
2980,14,CS-,tools/laptop.jpg,New,4,3,0,0,0
2981,14,CS+,animals/dove.jpg,New,4,3,0,0,0
2982,14,CS-,tools/microwave.jpg,Old,3,3,0,0,0
2983,14,CS+,animals/slug.jpg,New,4,4,0,0,0
2984,14,CS-,tools/ropeandpulley.jpg,Old,1,2,1,0,1
2985,14,CS-,tools/pizzacutter.jpg,New,4,3,0,0,0
2986,14,CS+,animals/cricket.jpg,Old,3,2,1,0,1
2987,14,CS+,animals/herring.jpg,Old,2,2,1,0,1
2988,14,CS-,tools/hairdryer.jpg,Old,1,1,0,1,1
2989,14,CS+,animals/leafinsect.jpg,New,4,3,0,0,0
2990,14,CS-,tools/hedgeshears.jpg,New,4,3,0,0,0
2991,14,CS+,animals/boar.jpg,Old,1,1,0,1,1
2992,14,CS-,tools/sparkplug.jpg,Old,2,2,1,0,1
2993,14,CS+,animals/dramaderry.jpg,Old,2,2,1,0,1
2994,14,CS+,animals/goldfish.jpg,Old,3,3,0,0,0
2995,14,CS-,tools/fan.jpg,Old,2,1,0,1,1
2996,14,CS-,tools/duster.jpg,New,4,4,0,0,0
2997,14,CS+,animals/gerbil.jpg,Old,1,2,1,0,1
2998,14,CS-,tools/workbench.jpg,Old,3,3,0,0,0
2999,14,CS+,animals/caracal.jpg,New,4,3,0,0,0
3000,14,CS-,tools/thermometer.jpg,Old,2,2,1,0,1
3001,14,CS-,tools/carabiner.jpg,New,4,3,0,0,0
3002,14,CS+,animals/marmot.jpg,Old,3,3,0,0,0
3003,14,CS+,animals/marlin.jpg,New,4,3,0,0,0
3004,14,CS+,animals/camel.jpg,Old,2,3,0,0,0
3005,14,CS+,animals/flamingo.jpg,Old,3,3,0,0,0
3006,14,CS+,animals/porcupine.jpg,Old,1,1,0,1,1
3007,14,CS+,animals/mink.jpg,Old,2,1,0,1,1
3008,14,CS-,tools/anvil.jpg,New,4,3,0,0,0
3009,14,CS+,animals/pelican.jpg,Old,1,3,0,0,0
3010,14,CS-,tools/edger.jpg,Old,3,2,1,0,1
3011,14,CS-,tools/pick.jpg,New,4,2,1,0,1
3012,14,CS+,animals/earthworm.jpg,New,4,3,0,0,0
3013,14,CS-,tools/measuringcups.jpg,Old,2,2,1,0,1
3014,14,CS-,tools/rollingpin.jpg,Old,1,3,0,0,0
3015,14,CS+,animals/tragopan.jpg,New,4,3,0,0,0
3016,14,CS-,tools/scratchawl.jpg,New,4,3,0,0,0
3017,14,CS-,tools/gardenhose.jpg,Old,1,1,0,1,1
3018,14,CS-,tools/jumpercables.jpg,Old,3,2,1,0,1
3019,14,CS+,animals/malaysianjunglenymph.jpg,New,4,3,0,0,0
3020,14,CS+,animals/giraffe.jpg,Old,1,3,0,0,0
3021,14,CS+,animals/pigeon.jpg,Old,1,2,1,0,1
3022,14,CS+,animals/mouse.jpg,Old,2,1,0,1,1
3023,14,CS+,animals/sheep.jpg,Old,2,2,1,0,1
3024,14,CS+,animals/shrimp.jpg,Old,3,2,1,0,1
3025,14,CS+,animals/horse.jpg,Old,3,3,0,0,0
3026,14,CS-,tools/scissors.jpg,Old,1,3,0,0,0
3027,14,CS-,tools/ladder.jpg,Old,1,2,1,0,1
3028,14,CS-,tools/broom.jpg,Old,2,1,0,1,1
3029,14,CS-,tools/ruler.jpg,Old,2,1,0,1,1
3030,14,CS-,tools/monkeywrench.jpg,Old,3,3,0,0,0
3031,14,CS-,tools/measuringtape.jpg,Old,3,1,0,1,1
3032,14,CS+,animals/orangutan.jpg,New,4,3,0,0,0
3033,14,CS+,animals/armadillo.jpg,New,4,3,0,0,0
3034,14,CS+,animals/owl.jpg,New,4,3,0,0,0
3035,14,CS+,animals/stinkbug.jpg,New,4,3,0,0,0
3036,14,CS-,tools/clamp.jpg,New,4,3,0,0,0
3037,14,CS-,tools/sawblade.jpg,New,4,4,0,0,0
3038,14,CS-,tools/flashlight.jpg,New,4,3,0,0,0
3039,14,CS-,tools/battery.jpg,New,4,3,0,0,0
3040,14,CS+,animals/halibut.jpg,Old,3,2,1,0,1
3041,14,CS-,tools/shoehorn.jpg,Old,1,1,0,1,1
3042,14,CS-,tools/eraser.jpg,Old,2,3,0,0,0
3043,14,CS-,tools/woodchipper.jpg,Old,2,3,0,0,0
3044,14,CS+,animals/lion.jpg,New,4,2,1,0,1
3045,14,CS-,tools/vicegrips.jpg,New,4,3,0,0,0
3046,14,CS+,animals/gecko.jpg,New,4,3,0,0,0
3047,14,CS-,tools/vacuumcleaner.jpg,New,4,3,0,0,0
3048,14,CS-,tools/videogamecontroller.jpg,Old,3,1,0,1,1
3049,14,CS+,animals/partridge.jpg,Old,2,2,1,0,1
3050,14,CS+,animals/herculesbeetle.jpg,Old,1,1,0,1,1
3051,14,CS+,animals/anteater.jpg,Old,2,1,0,1,1
3052,14,CS-,tools/weldinghelmet.jpg,Old,1,3,0,0,0
3053,14,CS+,animals/lobsterspiny.jpg,New,4,3,0,0,0
3054,14,CS+,animals/toucan.jpg,New,4,3,0,0,0
3055,14,CS-,tools/duffelbag.jpg,Old,3,3,0,0,0
3056,14,CS+,animals/quail.jpg,Old,1,3,0,0,0
3057,14,CS-,tools/nailgun.jpg,New,4,3,0,0,0
3058,14,CS+,animals/cranebug.jpg,Old,3,2,1,0,1
3059,14,CS-,tools/smartphone.jpg,New,4,4,0,0,0
3060,14,CS+,animals/emu.jpg,New,4,2,1,0,1
3061,14,CS+,animals/starfish.jpg,Old,3,3,0,0,0
3062,14,CS-,tools/electricsewingmachine.jpg,New,4,3,0,0,0
3063,14,CS-,tools/airpump.jpg,Old,3,3,0,0,0
3064,14,CS+,animals/snapper.jpg,Old,1,3,0,0,0
3065,14,CS-,tools/toaster.jpg,Old,3,3,0,0,0
3066,14,CS-,tools/routerplane.jpg,Old,2,1,0,1,1
3067,14,CS-,tools/stove.jpg,Old,1,2,1,0,1
3068,14,CS+,animals/clam.jpg,New,4,3,0,0,0
3069,14,CS+,animals/carp.jpg,Old,2,2,1,0,1
3070,14,CS-,tools/cuttingboard.jpg,New,4,3,0,0,0
3071,14,CS+,animals/hummingbird.jpg,Old,1,2,1,0,1
3072,14,CS+,animals/cod.jpg,New,4,3,0,0,0
3073,14,CS-,tools/staplegun.jpg,New,4,3,0,0,0
3074,14,CS+,animals/turkey.jpg,Old,2,2,1,0,1
3075,14,CS+,animals/vulture.jpg,New,4,3,0,0,0
3076,14,CS+,animals/canary.jpg,Old,3,3,0,0,0
3077,14,CS-,tools/stethoscope.jpg,New,4,1,0,1,1
3078,14,CS-,tools/paintroller.jpg,Old,1,1,0,1,1
3079,14,CS-,tools/measuringdevice.jpg,Old,2,3,0,0,0
3080,14,CS+,animals/waterbuffalo.jpg,Old,1,3,0,0,0
3081,14,CS-,tools/chisel.jpg,Old,1,3,0,0,0
3082,14,CS+,animals/ibises.jpg,New,4,3,0,0,0
3083,14,CS-,tools/weedeater.jpg,Old,2,3,0,0,0
3084,14,CS-,tools/squeegee.jpg,Old,3,2,1,0,1
3085,14,CS+,animals/dockbug2.jpg,New,4,3,0,0,0
3086,14,CS+,animals/lizard.jpg,New,4,3,0,0,0
3087,14,CS-,tools/hourglass.jpg,New,4,3,0,0,0
3088,14,CS+,animals/baboon.jpg,Old,1,2,1,0,1
3089,14,CS+,animals/perch.jpg,Old,3,3,0,0,0
3090,14,CS-,tools/shovel.jpg,New,4,2,1,0,1
3091,14,CS-,tools/clippers.jpg,New,4,3,0,0,0
3092,14,CS+,animals/chipmunk.jpg,Old,2,2,1,0,1
3093,14,CS+,animals/seal.jpg,Old,2,1,0,1,1
3094,14,CS-,tools/blower.jpg,Old,3,2,1,0,1
3095,14,CS-,tools/watch.jpg,New,4,4,0,0,0
3096,14,CS+,animals/salmon.jpg,Old,3,3,0,0,0
3097,14,CS-,tools/lawnmower.jpg,Old,2,2,1,0,1
3098,14,CS-,tools/rake.jpg,Old,1,2,1,0,1
3099,14,CS+,animals/clownfish.jpg,New,4,3,0,0,0
3100,14,CS+,animals/leopard.jpg,Old,1,1,0,1,1
3101,14,CS+,animals/cow.jpg,Old,1,1,0,1,1
3102,14,CS+,animals/brown_bear.jpg,Old,2,1,0,1,1
3103,14,CS+,animals/rabbit.jpg,Old,2,2,1,0,1
3104,14,CS+,animals/racoon.jpg,Old,3,2,1,0,1
3105,14,CS+,animals/cat.jpg,Old,3,2,1,0,1
3106,14,CS-,tools/wheelbarrow.jpg,Old,1,2,1,0,1
3107,14,CS-,tools/pliers.jpg,Old,1,3,0,0,0
3108,14,CS-,tools/spoon.jpg,Old,2,3,0,0,0
3109,14,CS-,tools/wrench.jpg,Old,2,2,1,0,1
3110,14,CS-,tools/chainsaw.jpg,Old,3,2,1,0,1
3111,14,CS-,tools/hammer.jpg,Old,3,3,0,0,0
3112,14,CS+,animals/macaw.jpg,New,4,2,1,0,1
3113,14,CS+,animals/kangaroo.jpg,New,4,2,1,0,1
3114,14,CS+,animals/deer.jpg,New,4,3,0,0,0
3115,14,CS+,animals/penguin.jpg,New,4,3,0,0,0
3116,14,CS-,tools/compass.jpg,New,4,3,0,0,0
3117,14,CS-,tools/magnifyingglass.jpg,New,4,3,0,0,0
3118,14,CS-,tools/crank.jpg,New,4,3,0,0,0
3119,14,CS-,tools/tape.jpg,New,4,3,0,0,0
3120,15,CS+,animals/caterpillarpeacockmoth.jpg,Old,2,1,0,1,1
3121,15,CS+,animals/waterdragon.jpg,New,4,2,1,0,1
3122,15,CS+,animals/seaslug.jpg,New,4,4,0,0,0
3123,15,CS-,tools/camera.jpg,Old,1,3,0,0,0
3124,15,CS-,tools/levelmount.jpg,Old,3,4,0,0,0
3125,15,CS+,animals/firebug.jpg,Old,3,2,1,0,1
3126,15,CS-,tools/wateringcan.jpg,New,4,2,1,0,1
3127,15,CS-,tools/blackboard.jpg,Old,3,4,0,0,0
3128,15,CS-,tools/plow.jpg,Old,2,4,0,0,0
3129,15,CS+,animals/crane.jpg,New,4,2,1,0,1
3130,15,CS+,animals/caterpillarhawkmoth.jpg,Old,1,3,0,0,0
3131,15,CS+,animals/mahimahi.jpg,Old,3,3,0,0,0
3132,15,CS+,animals/mole.jpg,Old,2,1,0,1,1
3133,15,CS+,animals/hyena.jpg,Old,1,1,0,1,1
3134,15,CS-,tools/solderingtorch.jpg,Old,1,1,0,1,1
3135,15,CS-,tools/mellonballer.jpg,New,4,3,0,0,0
3136,15,CS-,tools/microscope.jpg,New,4,4,0,0,0
3137,15,CS+,animals/octopus.jpg,New,4,4,0,0,0
3138,15,CS-,tools/faxmachine.jpg,Old,2,4,0,0,0
3139,15,CS-,tools/lantern.jpg,New,4,1,0,1,1
3140,15,CS+,animals/hermitcrab.jpg,New,4,3,0,0,0
3141,15,CS+,animals/herring.jpg,Old,3,3,0,0,0
3142,15,CS+,animals/koala.jpg,New,4,3,0,0,0
3143,15,CS-,tools/ropeandpulley.jpg,Old,2,2,1,0,1
3144,15,CS+,animals/dramaderry.jpg,Old,3,1,0,1,1
3145,15,CS+,animals/boar.jpg,Old,2,1,0,1,1
3146,15,CS-,tools/dremel.jpg,New,4,3,0,0,0
3147,15,CS-,tools/whistle.jpg,New,4,4,0,0,0
3148,15,CS+,animals/bullfrog.jpg,New,4,3,0,0,0
3149,15,CS-,tools/engine.jpg,New,4,4,0,0,0
3150,15,CS+,animals/gerbil.jpg,Old,2,1,0,1,1
3151,15,CS-,tools/sparkplug.jpg,Old,3,2,1,0,1
3152,15,CS+,animals/cricket.jpg,Old,1,1,0,1,1
3153,15,CS-,tools/microwave.jpg,Old,1,2,1,0,1
3154,15,CS-,tools/workbench.jpg,Old,1,3,0,0,0
3155,15,CS-,tools/fan.jpg,Old,3,2,1,0,1
3156,15,CS-,tools/hairdryer.jpg,Old,2,2,1,0,1
3157,15,CS-,tools/whisk.jpg,New,4,4,0,0,0
3158,15,CS+,animals/goldfish.jpg,Old,1,3,0,0,0
3159,15,CS+,animals/woodlouse.jpg,New,4,4,0,0,0
3160,15,CS-,tools/grapplinghook.jpg,New,4,4,0,0,0
3161,15,CS-,tools/burnisher.jpg,New,4,3,0,0,0
3162,15,CS+,animals/balloonfish.jpg,New,4,1,0,1,1
3163,15,CS+,animals/camel.jpg,Old,3,3,0,0,0
3164,15,CS+,animals/marmot.jpg,Old,1,1,0,1,1
3165,15,CS+,animals/mink.jpg,Old,3,3,0,0,0
3166,15,CS+,animals/flamingo.jpg,Old,1,2,1,0,1
3167,15,CS-,tools/caulkinggun.jpg,New,4,2,1,0,1
3168,15,CS+,animals/monkey.jpg,New,4,2,1,0,1
3169,15,CS-,tools/electricdrill.jpg,New,4,3,0,0,0
3170,15,CS-,tools/edger.jpg,Old,1,3,0,0,0
3171,15,CS+,animals/stickinsect.jpg,New,4,3,0,0,0
3172,15,CS-,tools/thermometer.jpg,Old,3,4,0,0,0
3173,15,CS-,tools/jumpercables.jpg,Old,1,2,1,0,1
3174,15,CS-,tools/rollingpin.jpg,Old,2,3,0,0,0
3175,15,CS+,animals/porcupine.jpg,Old,2,1,0,1,1
3176,15,CS-,tools/measuringcups.jpg,Old,3,4,0,0,0
3177,15,CS+,animals/pelican.jpg,Old,2,1,0,1,1
3178,15,CS-,tools/gardenhose.jpg,Old,2,3,0,0,0
3179,15,CS+,animals/panda.jpg,New,4,4,0,0,0
3180,15,CS+,animals/giraffe.jpg,Old,2,1,0,1,1
3181,15,CS+,animals/pigeon.jpg,Old,2,1,0,1,1
3182,15,CS+,animals/mouse.jpg,Old,3,2,1,0,1
3183,15,CS+,animals/sheep.jpg,Old,3,2,1,0,1
3184,15,CS+,animals/shrimp.jpg,Old,1,1,0,1,1
3185,15,CS+,animals/horse.jpg,Old,1,1,0,1,1
3186,15,CS-,tools/scissors.jpg,Old,2,3,0,0,0
3187,15,CS-,tools/ladder.jpg,Old,2,2,1,0,1
3188,15,CS-,tools/broom.jpg,Old,3,2,1,0,1
3189,15,CS-,tools/ruler.jpg,Old,3,3,0,0,0
3190,15,CS-,tools/monkeywrench.jpg,Old,1,2,1,0,1
3191,15,CS-,tools/measuringtape.jpg,Old,1,2,1,0,1
3192,15,CS+,animals/tortoise.jpg,New,4,3,0,0,0
3193,15,CS+,animals/highlandcow.jpg,New,4,3,0,0,0
3194,15,CS+,animals/ladybug.jpg,New,4,3,0,0,0
3195,15,CS+,animals/flounder.jpg,New,4,2,1,0,1
3196,15,CS-,tools/bolt.jpg,New,4,3,0,0,0
3197,15,CS-,tools/level.jpg,New,4,4,0,0,0
3198,15,CS-,tools/keys.jpg,New,4,4,0,0,0
3199,15,CS-,tools/magnet.jpg,New,4,4,0,0,0
3200,15,CS+,animals/partridge.jpg,Old,3,4,0,0,0
3201,15,CS+,animals/beardeddragon.jpg,New,4,4,0,0,0
3202,15,CS-,tools/eraser.jpg,Old,3,1,0,1,1
3203,15,CS+,animals/anteater.jpg,Old,3,2,1,0,1
3204,15,CS-,tools/shoehorn.jpg,Old,2,3,0,0,0
3205,15,CS-,tools/videogamecontroller.jpg,Old,1,1,0,1,1
3206,15,CS+,animals/malaysianjunglenymph.jpg,New,4,4,0,0,0
3207,15,CS-,tools/razorblade.jpg,New,4,3,0,0,0
3208,15,CS+,animals/herculesbeetle.jpg,Old,2,1,0,1,1
3209,15,CS+,animals/halibut.jpg,Old,1,2,1,0,1
3210,15,CS-,tools/hedgeshears.jpg,New,4,3,0,0,0
3211,15,CS-,tools/stapler.jpg,New,4,2,1,0,1
3212,15,CS-,tools/woodchipper.jpg,Old,3,3,0,0,0
3213,15,CS+,animals/dove.jpg,New,4,3,0,0,0
3214,15,CS-,tools/telephone.jpg,New,4,3,0,0,0
3215,15,CS+,animals/quail.jpg,Old,2,1,0,1,1
3216,15,CS+,animals/cranebug.jpg,Old,1,1,0,1,1
3217,15,CS-,tools/duffelbag.jpg,Old,1,1,0,1,1
3218,15,CS-,tools/weldinghelmet.jpg,Old,2,1,0,1,1
3219,15,CS+,animals/tragopan.jpg,New,4,4,0,0,0
3220,15,CS-,tools/stove.jpg,Old,2,3,0,0,0
3221,15,CS+,animals/caracal.jpg,New,4,3,0,0,0
3222,15,CS+,animals/crab.jpg,New,4,3,0,0,0
3223,15,CS-,tools/routerplane.jpg,Old,3,4,0,0,0
3224,15,CS+,animals/snapper.jpg,Old,2,2,1,0,1
3225,15,CS+,animals/carp.jpg,Old,3,2,1,0,1
3226,15,CS+,animals/starfish.jpg,Old,1,1,0,1,1
3227,15,CS+,animals/hummingbird.jpg,Old,2,2,1,0,1
3228,15,CS+,animals/marlin.jpg,New,4,3,0,0,0
3229,15,CS-,tools/airpump.jpg,Old,1,2,1,0,1
3230,15,CS+,animals/canary.jpg,Old,1,1,0,1,1
3231,15,CS-,tools/laptop.jpg,New,4,4,0,0,0
3232,15,CS-,tools/pizzacutter.jpg,New,4,3,0,0,0
3233,15,CS+,animals/turkey.jpg,Old,3,2,1,0,1
3234,15,CS-,tools/paintroller.jpg,Old,2,2,1,0,1
3235,15,CS-,tools/toaster.jpg,Old,1,4,0,0,0
3236,15,CS-,tools/carabiner.jpg,New,4,3,0,0,0
3237,15,CS+,animals/leafinsect.jpg,New,4,2,1,0,1
3238,15,CS-,tools/snowbrush.jpg,New,4,2,1,0,1
3239,15,CS-,tools/measuringdevice.jpg,Old,3,3,0,0,0
3240,15,CS+,animals/perch.jpg,Old,1,2,1,0,1
3241,15,CS-,tools/battery.jpg,New,4,3,0,0,0
3242,15,CS+,animals/earthworm.jpg,New,4,4,0,0,0
3243,15,CS-,tools/sawblade.jpg,New,4,3,0,0,0
3244,15,CS-,tools/weedeater.jpg,Old,3,1,0,1,1
3245,15,CS-,tools/squeegee.jpg,Old,1,2,1,0,1
3246,15,CS+,animals/chipmunk.jpg,Old,3,1,0,1,1
3247,15,CS+,animals/rooster.jpg,New,4,1,0,1,1
3248,15,CS+,animals/slug.jpg,New,4,4,0,0,0
3249,15,CS-,tools/scratchawl.jpg,New,4,3,0,0,0
3250,15,CS+,animals/waterbuffalo.jpg,Old,2,1,0,1,1
3251,15,CS+,animals/baboon.jpg,Old,2,1,0,1,1
3252,15,CS-,tools/chisel.jpg,Old,2,3,0,0,0
3253,15,CS+,animals/orangutan.jpg,New,4,4,0,0,0
3254,15,CS-,tools/rake.jpg,Old,2,1,0,1,1
3255,15,CS-,tools/lawnmower.jpg,Old,3,3,0,0,0
3256,15,CS+,animals/salmon.jpg,Old,1,3,0,0,0
3257,15,CS-,tools/duster.jpg,New,4,4,0,0,0
3258,15,CS+,animals/seal.jpg,Old,3,2,1,0,1
3259,15,CS-,tools/blower.jpg,Old,1,3,0,0,0
3260,15,CS+,animals/leopard.jpg,Old,2,1,0,1,1
3261,15,CS+,animals/cow.jpg,Old,2,1,0,1,1
3262,15,CS+,animals/brown_bear.jpg,Old,3,3,0,0,0
3263,15,CS+,animals/rabbit.jpg,Old,3,2,1,0,1
3264,15,CS+,animals/racoon.jpg,Old,1,3,0,0,0
3265,15,CS+,animals/cat.jpg,Old,1,2,1,0,1
3266,15,CS-,tools/wheelbarrow.jpg,Old,2,1,0,1,1
3267,15,CS-,tools/pliers.jpg,Old,2,3,0,0,0
3268,15,CS-,tools/spoon.jpg,Old,3,3,0,0,0
3269,15,CS-,tools/wrench.jpg,Old,3,1,0,1,1
3270,15,CS-,tools/chainsaw.jpg,Old,1,1,0,1,1
3271,15,CS-,tools/hammer.jpg,Old,1,1,0,1,1
3272,15,CS+,animals/owl.jpg,New,4,2,1,0,1
3273,15,CS+,animals/armadillo.jpg,New,4,1,0,1,1
3274,15,CS+,animals/stinkbug.jpg,New,4,2,1,0,1
3275,15,CS+,animals/wasp.jpg,New,4,4,0,0,0
3276,15,CS-,tools/clamp.jpg,New,4,3,0,0,0
3277,15,CS-,tools/flashlight.jpg,New,4,4,0,0,0
3278,15,CS-,tools/pick.jpg,New,4,3,0,0,0
3279,15,CS-,tools/anvil.jpg,New,4,3,0,0,0
3280,15,CS+,animals/kangaroo.jpg,New,4,1,0,1,1
3281,15,CS+,animals/clownfish.jpg,New,4,3,0,0,0
3282,15,CS+,animals/penguin.jpg,New,4,3,0,0,0
3283,15,CS-,tools/gong.jpg,Old,2,1,0,1,1
3284,15,CS-,tools/clippers.jpg,New,4,4,0,0,0
3285,15,CS-,tools/tape.jpg,New,4,4,0,0,0
3286,15,CS+,animals/flea.jpg,Old,2,1,0,1,1
3287,15,CS-,tools/cuttingboard.jpg,New,4,4,0,0,0
3288,15,CS+,animals/aardvark.jpg,Old,1,3,0,0,0
3289,15,CS-,tools/compass.jpg,New,4,4,0,0,0
3290,15,CS+,animals/assassinbug.jpg,Old,3,3,0,0,0
3291,15,CS-,tools/beadingtool.jpg,Old,2,3,0,0,0
3292,15,CS+,animals/zebra.jpg,Old,1,1,0,1,1
3293,15,CS-,tools/benchdogs.jpg,Old,3,3,0,0,0
3294,15,CS-,tools/campingstove.jpg,Old,1,3,0,0,0
3295,15,CS-,tools/beaker.jpg,Old,3,4,0,0,0
3296,15,CS+,animals/dragonfly.jpg,Old,2,2,1,0,1
3297,15,CS-,tools/carpetblower.jpg,Old,1,1,0,1,1
3298,15,CS+,animals/catfish.jpg,Old,3,3,0,0,0
3299,15,CS+,animals/lizard.jpg,New,4,3,0,0,0
3300,15,CS-,tools/watch.jpg,New,4,4,0,0,0
3301,15,CS+,animals/palmcockatoo.jpg,Old,3,3,0,0,0
3302,15,CS-,tools/shovel.jpg,New,4,3,0,0,0
3303,15,CS+,animals/emu.jpg,New,4,2,1,0,1
3304,15,CS+,animals/skunk.jpg,Old,1,2,1,0,1
3305,15,CS-,tools/reflexhammer.jpg,Old,2,3,0,0,0
3306,15,CS+,animals/angelfish.jpg,Old,2,1,0,1,1
3307,15,CS+,animals/gecko.jpg,New,4,3,0,0,0
3308,15,CS+,animals/prayingmantis.jpg,Old,2,1,0,1,1
3309,15,CS+,animals/finch.jpg,Old,1,2,1,0,1
3310,15,CS-,tools/tubeflaring.jpg,Old,3,3,0,0,0
3311,15,CS-,tools/cheesegrater.jpg,Old,2,3,0,0,0
3312,15,CS-,tools/magnifyingglass.jpg,New,4,4,0,0,0
3313,15,CS-,tools/treadmill.jpg,Old,1,3,0,0,0
3314,15,CS-,tools/vicegrips.jpg,New,4,3,0,0,0
3315,15,CS-,tools/extensioncord.jpg,Old,1,2,1,0,1
3316,15,CS+,animals/ant.jpg,Old,3,1,0,1,1
3317,15,CS+,animals/ibises.jpg,New,4,3,0,0,0
3318,15,CS+,animals/lobsterspiny.jpg,New,4,3,0,0,0
3319,15,CS-,tools/sander.jpg,Old,3,3,0,0,0
3320,15,CS+,animals/lion.jpg,New,4,1,0,1,1
3321,15,CS-,tools/mallet.jpg,Old,3,3,0,0,0
3322,15,CS-,tools/staplegun.jpg,New,4,3,0,0,0
3323,15,CS+,animals/snail.jpg,Old,3,2,1,0,1
3324,15,CS+,animals/pike.jpg,Old,2,2,1,0,1
3325,15,CS+,animals/deer.jpg,New,4,3,0,0,0
3326,15,CS-,tools/nailgun.jpg,New,4,3,0,0,0
3327,15,CS+,animals/dockbug2.jpg,New,4,3,0,0,0
3328,15,CS+,animals/reindeer.jpg,Old,1,4,0,0,0
3329,15,CS-,tools/padlock.jpg,Old,1,1,0,1,1
3330,15,CS-,tools/vegetablepeeler.jpg,Old,3,2,1,0,1
3331,15,CS-,tools/bucket.jpg,Old,1,3,0,0,0
3332,15,CS+,animals/llama.jpg,Old,1,1,0,1,1
3333,15,CS+,animals/toucan.jpg,New,4,4,0,0,0
3334,15,CS-,tools/electricsewingmachine.jpg,New,4,4,0,0,0
3335,15,CS+,animals/crow.jpg,Old,2,2,1,0,1
3336,15,CS-,tools/plunger.jpg,Old,2,3,0,0,0
3337,15,CS-,tools/transmissionwrench.jpg,Old,2,2,1,0,1
3338,15,CS-,tools/stethoscope.jpg,New,4,4,0,0,0
3339,15,CS+,animals/baldeagle.jpg,Old,3,1,0,1,1
3340,15,CS+,animals/ostrich.jpg,Old,2,1,0,1,1
3341,15,CS+,animals/tiger.jpg,Old,2,1,0,1,1
3342,15,CS+,animals/duck.jpg,Old,3,2,1,0,1
3343,15,CS+,animals/shark.jpg,Old,3,1,0,1,1
3344,15,CS+,animals/rhino.jpg,Old,1,2,1,0,1
3345,15,CS+,animals/elephantafrican.jpg,Old,1,3,0,0,0
3346,15,CS-,tools/drillbit.jpg,Old,2,3,0,0,0
3347,15,CS-,tools/electricbreaker.jpg,Old,2,2,1,0,1
3348,15,CS-,tools/viceclamp.jpg,Old,3,2,1,0,1
3349,15,CS-,tools/pruner.jpg,Old,3,3,0,0,0
3350,15,CS-,tools/paintbrush.jpg,Old,1,1,0,1,1
3351,15,CS-,tools/screwdriver.jpg,Old,1,2,1,0,1
3352,15,CS+,animals/vulture.jpg,New,4,2,1,0,1
3353,15,CS+,animals/macaw.jpg,New,4,2,1,0,1
3354,15,CS+,animals/cod.jpg,New,4,2,1,0,1
3355,15,CS+,animals/clam.jpg,New,4,4,0,0,0
3356,15,CS-,tools/vacuumcleaner.jpg,New,4,4,0,0,0
3357,15,CS-,tools/crank.jpg,New,4,4,0,0,0
3358,15,CS-,tools/hourglass.jpg,New,4,4,0,0,0
3359,15,CS-,tools/smartphone.jpg,New,4,4,0,0,0
3360,16,CS+,tools/extensioncord.jpg,Old,3,4,0,0,0
3361,16,CS+,tools/campingstove.jpg,Old,3,2,1,0,1
3362,16,CS+,tools/lantern.jpg,New,4,4,0,0,0
3363,16,CS+,tools/reflexhammer.jpg,Old,1,2,1,0,1
3364,16,CS-,animals/reindeer.jpg,Old,3,2,1,0,1
3365,16,CS-,animals/catfish.jpg,Old,2,2,1,0,1
3366,16,CS-,animals/tiger.jpg,Old,1,1,0,1,1
3367,16,CS+,tools/beaker.jpg,Old,2,2,1,0,1
3368,16,CS-,animals/hermitcrab.jpg,New,4,4,0,0,0
3369,16,CS-,animals/highlandcow.jpg,New,4,2,1,0,1
